"12931","23377","29","33462.81","16","2091.425625"
"12933","498","103","606.28","4","151.570000"
"12935","1852","80","2156.45","8","269.556250"
"12936","539","56","1012.90","5","202.580000"
"12937","1007","81","1501.51","4","375.377500"
"12938","140","9","114.14","1","114.140000"
"12939","4876","21","11581.80","8","1447.725000"
"12940","406","88","845.06","3","281.686667"
"12942","203","68","657.62","3","219.206667"
"12943","-1","1","-3.75","1","-3.750000"
"12944","289","29","599.49","2","299.745000"
"12945","165","23","451.91","1","451.910000"
"12947","1157","83","1395.37","7","199.338571"
"12948","1077","82","2048.18","8","256.022500"
"12949","2363","166","4134.74","9","459.415556"
"12950","1380","13","1843.00","3","614.333333"
"12951","500","54","1035.11","7","147.872857"
"12952","652","64","1352.24","5","270.448000"
"12953","84","17","304.92","1","304.920000"
"12955","3642","81","4734.26","12","394.521667"
"12956","34","19","101.11","1","101.110000"
"12957","2531","208","3938.75","9","437.638889"
"12962","129","15","260.87","2","130.435000"
"12963","873","76","1824.72","9","202.746667"
"12965","283","108","763.63","1","763.630000"
"12966","75","10","157.67","1","157.670000"
"12967","243","21","975.19","3","325.063333"
"12968","73","5","135.95","1","135.950000"
"12970","310","116","443.96","4","110.990000"
"12971","9203","95","10923.30","87","125.555172"
"12974","24","8","134.84","1","134.840000"
"12976","561","22","738.60","1","738.600000"
"12977","12","9","29.23","1","29.230000"
"12980","864","6","3697.50","10","369.750000"
"12981","242","12","372.22","2","186.110000"
"12982","278","28","377.20","2","188.600000"
"12984","26","4","97.50","1","97.500000"
"12985","1413","73","1215.62","3","405.206667"
"12987","217","27","491.49","3","163.830000"
"12988","136","75","524.28","1","524.280000"
"12989","2915","41","6788.27","16","424.266875"
"12990","200","8","409.50","3","136.500000"
"12991","405","31","503.76","2","251.880000"
"12993","240","26","414.76","4","103.690000"
"12994","440","52","893.94","4","223.485000"
"12995","98","3","200.72","2","100.360000"
"12997","648","45","1152.19","5","230.438000"
"12999","342","25","428.28","3","142.760000"
"13000","379","30","534.85","3","178.283333"
"13001","5497","166","9797.92","14","699.851429"
"13002","73","7","120.95","1","120.950000"
"13003","103","4","149.05","3","49.683333"
"13004","4796","277","5602.39","19","294.862632"
"13005","167","21","453.89","3","151.296667"
"13006","55","4","73.29","1","73.290000"
"13008","115","15","178.47","2","89.235000"
"13011","13","3","50.55","1","50.550000"
"13012","671","68","1303.34","9","144.815556"
"13013","2217","155","4749.36","14","339.240000"
"13014","884","67","3162.63","11","287.511818"
"13015","1617","156","3032.73","5","606.546000"
"13016","527","39","759.29","3","253.096667"
"13017","48","1","204.00","1","204.000000"
"13018","5434","313","7237.64","29","249.573793"
"13021","1336","103","2525.41","10","252.541000"
"13023","286","36","659.84","2","329.920000"
"13026","1586","34","936.15","6","156.025000"
"13027","17280","6","6912.00","6","1152.000000"
"13028","796","40","659.68","3","219.893333"
"13029","134","8","715.90","3","238.633333"
"13030","394","76","752.50","2","376.250000"
"13032","367","55","975.44","3","325.146667"
"13033","83","11","190.55","1","190.550000"
"13034","369","37","637.81","2","318.905000"
"13035","627","23","886.63","3","295.543333"
"13037","431","44","878.31","3","292.770000"
"13038","360","24","908.46","3","302.820000"
"13040","355","38","676.99","2","338.495000"
"13043","251","13","446.77","2","223.385000"
"13044","429","33","538.39","1","538.390000"
"13045","221","18","305.28","1","305.280000"
"13046","264","33","548.78","2","274.390000"
"13047","1355","106","3068.25","11","278.931818"
"13048","1230","77","1805.91","5","361.182000"
"13049","268","14","651.16","2","325.580000"
"13050","3707","246","5598.81","18","311.045000"
"13052","222","18","348.15","1","348.150000"
"13055","891","74","1199.20","4","299.800000"
"13058","52","5","271.40","3","90.466667"
"13059","35","8","164.08","1","164.080000"
"13060","123","15","307.53","1","307.530000"
"13061","107","10","248.61","1","248.610000"
"13062","343","11","330.93","1","330.930000"
"13064","516","51","1102.00","4","275.500000"
"13065","74","14","203.10","1","203.100000"
"13066","320","48","425.63","3","141.876667"
"13067","32","14","115.46","1","115.460000"
"13068","200","1","344.00","2","172.000000"
"13069","5466","285","3715.31","25","148.612400"
"13070","110","9","228.80","1","228.800000"
"13072","69","7","177.15","1","177.150000"
"13075","485","22","919.61","1","919.610000"
"13077","863","99","729.27","4","182.317500"
"13078","5557","96","12410.08","27","459.632593"
"13079","62","2","220.10","5","44.020000"
"13080","120","6","58.08","1","58.080000"
"13081","18929","511","27834.48","12","2319.540000"
"13082","4313","63","3588.52","10","358.852000"
"13083","187","15","296.79","2","148.395000"
"13085","108","17","272.38","3","90.793333"
"13089","30787","636","56675.07","98","578.317041"
"13090","2194","98","8439.22","15","562.614667"
"13091","450","21","319.82","2","159.910000"
"13092","271","19","459.83","6","76.638333"
"13093","3943","99","7496.71","9","832.967778"
"13094","1542","4","1708.86","13","131.450769"
"13095","144","6","74.40","1","74.400000"
"13097","2341","215","5710.13","11","519.102727"
"13098","15911","163","28152.08","29","970.761379"
"13099","288","1","207.36","1","207.360000"
"13101","113","8","101.19","1","101.190000"
"13102","4160","141","6328.76","25","253.150400"
"13103","82","8","243.94","1","243.940000"
"13104","504","14","1098.48","6","183.080000"
"13106","14","1","59.50","2","29.750000"
"13107","1288","54","1524.07","5","304.814000"
"13108","298","10","350.06","1","350.060000"
"13109","514","41","766.84","3","255.613333"
"13110","384","109","1416.87","8","177.108750"
"13113","2589","113","10470.52","25","418.820800"
"13115","1534","92","2145.71","5","429.142000"
"13116","290","30","468.19","2","234.095000"
"13117","945","66","958.95","8","119.868750"
"13118","389","68","1109.99","6","184.998333"
"13120","12","1","30.60","1","30.600000"
"13121","227","50","254.73","2","127.365000"
"13122","585","54","922.39","2","461.195000"
"13124","2147","185","3779.57","3","1259.856667"
"13126","2130","124","2046.82","9","227.424444"
"13127","127","15","259.17","1","259.170000"
"13130","32","2","64.00","1","64.000000"
"13131","443","30","1039.30","4","259.825000"
"13132","20","3","77.30","1","77.300000"
"13133","32","7","109.80","2","54.900000"
"13134","1044","94","1727.08","5","345.416000"
"13135","4300","1","3096.00","1","3096.000000"
"13136","1312","97","2520.54","6","420.090000"
"13137","2225","346","3640.42","9","404.491111"
"13138","473","31","962.39","6","160.398333"
"13139","2418","132","5032.58","8","629.072500"
"13140","186","40","418.20","3","139.400000"
"13141","1547","113","2374.76","6","395.793333"
"13142","258","23","307.09","1","307.090000"
"13144","21","3","97.15","1","97.150000"
"13145","142","5","329.76","5","65.952000"
"13146","154","16","228.91","1","228.910000"
"13147","144","1","712.80","4","178.200000"
"13148","1828","238","3266.87","13","251.297692"
"13149","1280","76","1670.54","4","417.635000"
"13151","361","73","1154.29","2","577.145000"
"13153","418","15","486.22","1","486.220000"
"13154","-1","1","-9.99","1","-9.990000"
"13155","497","67","959.08","4","239.770000"
"13157","1430","69","1721.57","5","344.314000"
"13158","784","59","1201.06","4","300.265000"
"13159","1045","114","1371.72","5","274.344000"
"13160","56","4","91.80","1","91.800000"
"13161","29","8","112.75","1","112.750000"
"13162","1663","74","1644.99","5","328.998000"
"13165","1376","40","1021.48","2","510.740000"
"13166","214","39","414.70","2","207.350000"
"13167","785","51","785.81","4","196.452500"
"13168","680","102","1299.10","5","259.820000"
"13169","272","11","646.64","2","323.320000"
"13170","147","29","116.01","1","116.010000"
"13171","227","37","370.21","4","92.552500"
"13173","277","41","353.65","2","176.825000"
"13174","1395","228","2716.27","3","905.423333"
"13176","453","66","479.92","1","479.920000"
"13177","91","17","282.45","1","282.450000"
"13178","3570","95","5725.47","11","520.497273"
"13182","201","11","121.18","1","121.180000"
"13183","2208","51","3957.78","9","439.753333"
"13184","1662","138","1648.79","11","149.890000"
"13185","12","1","71.40","1","71.400000"
"13186","804","69","1539.69","4","384.922500"
"13187","95","37","233.26","1","233.260000"
"13188","25","2","109.59","1","109.590000"
"13189","842","29","260.68","2","130.340000"
"13192","595","57","911.94","2","455.970000"
"13193","50","22","110.92","1","110.920000"
"13194","26","3","60.70","1","60.700000"
"13196","1224","97","1753.90","4","438.475000"
"13198","2645","200","3321.41","7","474.487143"
"13199","6172","48","9695.27","39","248.596667"
"13200","516","42","860.65","4","215.162500"
"13203","800","56","839.50","4","209.875000"
"13207","130","7","250.26","2","125.130000"
"13208","786","124","1205.90","7","172.271429"
"13209","4232","255","5778.64","9","642.071111"
"13210","316","22","353.48","1","353.480000"
"13211","874","45","1197.42","3","399.140000"
"13212","309","128","740.52","4","185.130000"
"13213","1357","82","1488.51","6","248.085000"
"13216","297","5","333.74","1","333.740000"
"13217","114","3","133.62","4","33.405000"
"13218","88","5","62.64","1","62.640000"
"13220","196","18","780.65","4","195.162500"
"13221","244","62","827.65","2","413.825000"
"13223","88","5","163.20","2","81.600000"
"13224","1512","101","2150.85","3","716.950000"
"13225","3352","23","6083.04","8","760.380000"
"13226","80","16","105.45","1","105.450000"
"13227","99","9","257.70","1","257.700000"
"13228","200","2","358.00","1","358.000000"
"13229","63","10","159.03","1","159.030000"
"13230","1544","393","2662.06","15","177.470667"
"13232","778","147","1321.84","7","188.834286"
"13233","1004","43","605.12","2","302.560000"
"13235","440","54","1007.16","2","503.580000"
"13236","411","34","707.82","3","235.940000"
"13238","296","20","657.54","5","131.508000"
"13239","327","21","329.56","1","329.560000"
"13240","298","59","655.17","4","163.792500"
"13242","130","12","270.40","3","90.133333"
"13243","233","56","581.87","1","581.870000"
"13244","38","27","121.74","1","121.740000"
"13245","125","16","399.63","1","399.630000"
"13246","1552","110","1912.06","7","273.151429"
"13247","328","18","501.12","4","125.280000"
"13248","305","25","462.92","2","231.460000"
"13249","546","21","708.90","3","236.300000"
"13253","1572","35","1030.40","2","515.200000"
"13255","174","13","385.70","3","128.566667"
"13258","287","28","698.58","3","232.860000"
"13259","132","77","286.80","1","286.800000"
"13260","142","8","538.42","1","538.420000"
"13261","210","8","944.10","2","472.050000"
"13262","125","11","200.29","1","200.290000"
"13263","4780","450","7397.16","35","211.347429"
"13265","1752","66","2085.46","5","417.092000"
"13266","4299","83","3657.75","13","281.365385"
"13267","1939","88","4360.28","20","218.014000"
"13268","3635","257","3134.92","12","261.243333"
"13269","3509","178","5296.60","16","331.037500"
"13270","200","1","590.00","1","590.000000"
"13271","181","79","178.26","2","89.130000"
"13272","96","15","265.52","2","132.760000"
"13273","153","16","138.98","1","138.980000"
"13276","161","30","586.53","2","293.265000"
"13277","176","5","258.40","4","64.600000"
"13278","537","46","537.77","1","537.770000"
"13279","70","9","126.30","2","63.150000"
"13280","522","67","811.98","3","270.660000"
"13282","289","30","1008.16","4","252.040000"
"13283","90","7","93.66","2","46.830000"
"13284","79","13","190.63","2","95.315000"
"13285","2051","157","2685.48","4","671.370000"
"13291","233","41","358.35","1","358.350000"
"13292","347","29","565.39","2","282.695000"
"13294","453","48","873.74","2","436.870000"
"13295","81","11","197.95","2","98.975000"
"13296","78","5","87.40","1","87.400000"
"13297","963","52","2089.85","4","522.462500"
"13298","96","2","360.00","1","360.000000"
"13299","30","5","142.50","1","142.500000"
"13300","201","20","365.29","2","182.645000"
"13301","345","75","618.09","4","154.522500"
"13302","5","1","49.95","1","49.950000"
"13304","238","21","295.46","1","295.460000"
"13305","1232","50","1989.82","10","198.982000"
"13307","4","1","15.00","1","15.000000"
"13308","840","49","1366.84","4","341.710000"
"13309","1544","82","1456.79","5","291.358000"
"13310","575","65","1082.67","4","270.667500"
"13311","305","25","586.59","2","293.295000"
"13313","851","47","1555.32","5","311.064000"
"13314","484","55","573.14","4","143.285000"
"13316","6947","67","5966.92","5","1193.384000"
"13317","1003","101","2116.31","7","302.330000"
"13318","304","14","640.76","3","213.586667"
"13319","4686","211","10543.26","27","390.491111"
"13320","1066","77","1491.70","5","298.340000"
"13321","372","10","567.36","2","283.680000"
"13322","117","25","199.48","1","199.480000"
"13323","175","6","787.85","5","157.570000"
"13324","5200","25","6952.80","11","632.072727"
"13325","240","12","675.30","1","675.300000"
"13327","1588","74","3612.05","9","401.338889"
"13328","680","17","1308.48","1","1308.480000"
"13329","427","16","728.88","3","242.960000"
"13330","751","37","1139.97","3","379.990000"
"13332","179","21","348.39","1","348.390000"
"13334","1774","207","3531.66","3","1177.220000"
"13336","559","51","792.61","1","792.610000"
"13338","247","19","378.57","2","189.285000"
"13339","326","54","832.55","1","832.550000"
"13340","5770","128","10696.80","7","1528.114286"
"13341","301","42","760.25","1","760.250000"
"13343","126","19","263.92","2","131.960000"
"13344","971","115","2128.39","3","709.463333"
"13345","139","20","337.59","2","168.795000"
"13347","205","8","301.35","1","301.350000"
"13348","136","14","233.76","1","233.760000"
"13349","225","16","207.31","1","207.310000"
"13350","284","36","816.83","3","272.276667"
"13351","117","16","333.93","1","333.930000"
"13352","315","24","349.27","2","174.635000"
"13354","604","51","743.53","1","743.530000"
"13355","314","32","674.70","1","674.700000"
"13356","325","42","729.01","1","729.010000"
"13357","322","85","601.23","1","601.230000"
"13358","285","29","399.02","1","399.020000"
"13359","159","23","391.25","2","195.625000"
"13362","1379","128","3074.95","5","614.990000"
"13363","710","47","912.48","2","456.240000"
"13364","0","10","0.00","2","0.000000"
"13365","1238","122","2130.76","3","710.253333"
"13366","144","1","56.16","1","56.160000"
"13368","327","29","569.47","2","284.735000"
"13369","127","14","223.74","2","111.870000"
"13370","336","39","715.80","2","357.900000"
"13372","159","23","335.87","1","335.870000"
"13373","1651","135","3286.77","3","1095.590000"
"13375","441","37","762.11","2","381.055000"
"13376","493","45","894.21","3","298.070000"
"13379","601","85","572.56","3","190.853333"
"13381","2027","77","3626.81","7","518.115714"
"13382","131","15","222.99","1","222.990000"
"13384","2415","123","4074.72","8","509.340000"
"13385","281","35","494.73","1","494.730000"
"13388","281","35","623.23","3","207.743333"
"13389","429","50","787.43","3","262.476667"
"13390","224","13","544.08","1","544.080000"
"13391","4","1","39.96","1","39.960000"
"13394","2215","126","2311.28","9","256.808889"
"13395","336","21","295.80","1","295.800000"
"13396","592","42","1302.00","3","434.000000"
"13397","429","28","1481.46","6","246.910000"
"13398","281","26","457.34","1","457.340000"
"13402","479","32","621.23","2","310.615000"
"13403","44","3","75.00","1","75.000000"
"13404","111","11","252.49","2","126.245000"
"13405","164","25","556.40","3","185.466667"
"13408","16119","236","27577.09","63","437.731587"
"13410","513","15","988.91","6","164.818333"
"13411","72","17","213.55","1","213.550000"
"13414","1574","23","1390.50","3","463.500000"
"13416","142","11","712.50","2","356.250000"
"13417","162","26","605.56","2","302.780000"
"13418","3839","223","5604.62","19","294.980000"
"13419","275","16","221.06","1","221.060000"
"13420","88","8","132.07","3","44.023333"
"13421","1180","89","1846.22","3","615.406667"
"13422","1321","127","2555.71","2","1277.855000"
"13425","1123","66","1613.68","3","537.893333"
"13426","2224","104","3549.06","11","322.641818"
"13427","545","25","582.60","3","194.200000"
"13428","156","70","218.47","1","218.470000"
"13429","1390","55","1004.04","4","251.010000"
"13430","738","49","637.65","3","212.550000"
"13431","672","44","1252.54","2","626.270000"
"13434","300","9","534.24","2","267.120000"
"13435","2125","68","3783.04","8","472.880000"
"13436","76","12","180.49","1","180.490000"
"13437","1283","143","3262.18","7","466.025714"
"13439","242","54","283.71","1","283.710000"
"13441","204","13","296.64","1","296.640000"
"13447","577","55","1097.57","4","274.392500"
"13448","1638","137","3451.27","7","493.038571"
"13449","222","19","291.88","1","291.880000"
"13450","1982","32","2043.72","6","340.620000"
"13451","2143","315","2911.65","6","485.275000"
"13452","2","1","19.98","2","9.990000"
"13453","134","16","356.98","2","178.490000"
"13455","345","42","968.71","3","322.903333"
"13456","756","43","1707.13","7","243.875714"
"13458","5460","242","9526.88","15","635.125333"
"13460","286","16","183.44","2","91.720000"
"13461","1170","14","1445.00","3","481.666667"
"13462","61","9","143.25","2","71.625000"
"13464","403","41","667.72","1","667.720000"
"13466","258","17","292.43","2","146.215000"
"13467","584","89","1075.99","2","537.995000"
"13468","2581","184","5614.91","38","147.760789"
"13470","100","7","165.00","2","82.500000"
"13471","1590","214","2512.14","4","628.035000"
"13473","260","21","407.62","3","135.873333"
"13474","132","59","225.87","1","225.870000"
"13475","1012","64","1411.86","4","352.965000"
"13476","414","56","965.28","3","321.760000"
"13477","1018","57","1416.69","7","202.384286"
"13479","133","14","291.00","3","97.000000"
"13481","1127","98","1776.81","6","296.135000"
"13482","116","11","184.64","1","184.640000"
"13483","160","10","140.34","1","140.340000"
"13484","44","8","313.80","1","313.800000"
"13485","277","23","454.24","1","454.240000"
"13486","669","69","1119.65","3","373.216667"
"13487","265","26","575.40","3","191.800000"
"13488","4512","272","8750.31","14","625.022143"
"13489","560","11","449.52","4","112.380000"
"13491","903","73","1200.94","10","120.094000"
"13494","162","18","316.26","1","316.260000"
"13495","814","34","1990.12","6","331.686667"
"13496","329","28","604.13","3","201.376667"
"13497","159","19","321.05","3","107.016667"
"13499","1358","31","1146.96","6","191.160000"
"13500","585","60","1123.97","4","280.992500"
"13502","264","17","292.00","3","97.333333"
"13503","248","17","212.93","1","212.930000"
"13504","178","22","290.41","1","290.410000"
"13506","321","26","452.82","3","150.940000"
"13507","1597","146","2446.60","4","611.650000"
"13508","24","12","108.21","1","108.210000"
"13509","1106","27","974.71","7","139.244286"
"13510","1382","86","1772.61","5","354.522000"
"13512","143","15","248.45","1","248.450000"
"13513","109","10","202.59","1","202.590000"
"13514","40","4","152.20","1","152.200000"
"13515","681","50","885.60","4","221.400000"
"13516","985","43","1381.89","3","460.630000"
"13517","1360","125","2100.79","4","525.197500"
"13518","392","36","655.52","1","655.520000"
"13519","22","8","108.84","2","54.420000"
"13521","736","313","1080.97","3","360.323333"
"13522","44","5","125.80","1","125.800000"
"13523","1745","157","3481.83","6","580.305000"
"13524","324","17","670.16","5","134.032000"
"13525","394","5","624.86","2","312.430000"
"13527","1673","153","2250.46","8","281.307500"
"13529","74","15","266.00","2","133.000000"
"13531","174","17","474.44","2","237.220000"
"13532","129","66","210.31","1","210.310000"
"13533","204","61","270.79","3","90.263333"
"13534","2876","119","5613.08","26","215.887692"
"13536","2136","91","3428.21","7","489.744286"
"13538","175","10","1280.85","7","182.978571"
"13539","314","36","588.00","4","147.000000"
"13544","127","76","288.65","2","144.325000"
"13546","359","72","613.19","3","204.396667"
"13548","441","114","676.73","2","338.365000"
"13549","457","37","902.32","8","112.790000"
"13551","12","4","83.52","1","83.520000"
"13552","1386","82","3474.01","13","267.231538"
"13555","2660","128","4116.94","4","1029.235000"
"13557","546","31","584.06","2","292.030000"
"13558","344","123","599.54","4","149.885000"
"13560","64","32","174.37","1","174.370000"
"13561","83","14","139.10","1","139.100000"
"13562","757","50","1799.33","3","599.776667"
"13563","209","49","534.83","2","267.415000"
"13564","659","68","1166.31","4","291.577500"
"13565","172","35","240.22","2","120.110000"
"13566","575","134","874.71","2","437.355000"
"13568","70","41","192.85","1","192.850000"
"13569","164","73","364.03","2","182.015000"
"13570","161","27","239.49","1","239.490000"
"13571","1759","157","2079.60","12","173.300000"
"13572","534","32","1361.66","1","1361.660000"
"13573","303","24","289.38","2","144.690000"
"13575","449","41","730.43","5","146.086000"
"13576","2640","78","6686.87","19","351.940526"
"13577","771","61","1655.79","5","331.158000"
"13579","176","19","467.04","2","233.520000"
"13581","30","10","116.68","1","116.680000"
"13583","725","53","781.03","1","781.030000"
"13584","37","24","141.44","1","141.440000"
"13587","160","8","347.00","2","173.500000"
"13588","2573","132","2431.20","10","243.120000"
"13589","114","21","345.88","2","172.940000"
"13590","1846","70","1970.60","7","281.514286"
"13591","485","56","1088.45","3","362.816667"
"13592","84","15","229.44","4","57.360000"
"13593","707","77","1984.76","6","330.793333"
"13594","359","26","396.97","1","396.970000"
"13596","406","133","691.52","2","345.760000"
"13598","57","33","161.90","2","80.950000"
"13599","3169","172","4925.72","22","223.896364"
"13600","324","19","204.64","1","204.640000"
"13601","548","90","693.32","2","346.660000"
"13602","267","23","428.89","1","428.890000"
"13603","164","27","164.34","1","164.340000"
"13606","279","40","272.82","3","90.940000"
"13607","290","93","670.23","1","670.230000"
"13610","514","165","1099.71","8","137.463750"
"13611","762","67","1158.20","4","289.550000"
"13614","570","171","1511.13","4","377.782500"
"13615","183","23","399.99","2","199.995000"
"13617","300","31","541.42","3","180.473333"
"13618","246","13","177.34","1","177.340000"
"13621","343","19","213.85","1","213.850000"
"13623","286","78","648.92","6","108.153333"
"13626","209","19","257.23","1","257.230000"
"13627","1266","84","1614.04","6","269.006667"
"13629","4372","28","7786.84","11","707.894545"
"13630","1377","51","1995.68","8","249.460000"
"13631","460","6","3021.77","12","251.814167"
"13632","1036","121","2114.26","6","352.376667"
"13634","704","156","1553.08","5","310.616000"
"13635","677","62","1067.11","1","1067.110000"
"13636","586","57","915.64","6","152.606667"
"13637","409","79","804.98","3","268.326667"
"13638","93","8","117.12","1","117.120000"
"13639","800","39","1033.34","1","1033.340000"
"13642","173","57","341.88","1","341.880000"
"13643","273","24","519.44","3","173.146667"
"13644","2060","144","2531.76","5","506.352000"
"13645","158","5","252.10","1","252.100000"
"13647","894","65","1664.70","5","332.940000"
"13649","139","23","343.84","2","171.920000"
"13650","918","79","1785.90","7","255.128571"
"13651","33","6","89.19","2","44.595000"
"13652","578","48","1095.08","3","365.026667"
"13654","2182","157","2650.63","6","441.771667"
"13655","605","52","932.01","2","466.005000"
"13656","490","49","379.65","2","189.825000"
"13657","209","16","377.13","2","188.565000"
"13658","1009","91","2327.19","6","387.865000"
"13659","879","93","1449.92","3","483.306667"
"13662","538","50","845.72","4","211.430000"
"13663","91","13","189.47","1","189.470000"
"13666","41","12","84.65","3","28.216667"
"13667","154","82","305.02","1","305.020000"
"13668","3637","286","6194.17","22","281.553182"
"13669","237","9","215.79","2","107.895000"
"13670","282","25","349.70","1","349.700000"
"13672","-1","5","-9.99","3","-3.330000"
"13673","119","47","376.96","2","188.480000"
"13675","330","25","486.82","2","243.410000"
"13678","924","16","232.60","1","232.600000"
"13680","1267","164","2202.31","5","440.462000"
"13681","360","37","827.83","4","206.957500"
"13682","10","3","53.98","1","53.980000"
"13684","38","29","64.23","2","32.115000"
"13685","5056","29","3119.44","7","445.634286"
"13686","70","8","72.00","1","72.000000"
"13689","512","6","910.00","1","910.000000"
"13690","67","9","147.45","1","147.450000"
"13692","1224","49","1434.99","4","358.747500"
"13693","-6","4","-32.00","1","-32.000000"
"13694","61803","369","62785.56","51","1231.089412"
"13695","1603","46","2484.09","15","165.606000"
"13697","177","12","151.30","1","151.300000"
"13699","66","14","308.58","1","308.580000"
"13700","2304","139","2265.12","10","226.512000"
"13703","10","1","99.50","1","99.500000"
"13704","1528","111","2274.55","10","227.455000"
"13705","363","25","556.85","3","185.616667"
"13706","189","20","310.87","1","310.870000"
"13707","351","48","760.05","2","380.025000"
"13708","306","49","295.92","1","295.920000"
"13709","3501","244","6181.48","14","441.534286"
"13710","176","8","180.48","1","180.480000"
"13711","140","11","252.06","2","126.030000"
"13712","352","10","228.84","1","228.840000"
"13715","555","89","1053.94","6","175.656667"
"13716","138","21","138.28","1","138.280000"
"13717","1958","92","1407.30","7","201.042857"
"13718","173","9","298.27","2","149.135000"
"13719","609","56","1021.71","5","204.342000"
"13720","501","42","794.89","4","198.722500"
"13721","316","28","523.32","1","523.320000"
"13722","1400","75","2360.88","4","590.220000"
"13723","43","6","199.85","1","199.850000"
"13725","659","97","1695.49","9","188.387778"
"13726","1054","39","1079.66","2","539.830000"
"13727","162","19","333.48","2","166.740000"
"13728","458","38","1005.10","6","167.516667"
"13730","488","38","744.32","2","372.160000"
"13731","278","36","591.43","2","295.715000"
"13732","498","33","491.86","1","491.860000"
"13735","1083","161","2673.73","5","534.746000"
"13736","493","167","688.44","3","229.480000"
"13737","125","29","331.32","1","331.320000"
"13739","54","3","216.90","1","216.900000"
"13740","425","23","350.75","1","350.750000"
"13741","217","34","650.77","4","162.692500"
"13742","1116","200","2986.26","13","229.712308"
"13743","1775","8","1340.15","8","167.518750"
"13744","1249","54","1156.36","2","578.180000"
"13745","486","25","291.54","2","145.770000"
"13747","8","1","79.60","1","79.600000"
"13748","439","24","924.53","5","184.906000"
"13750","516","20","1647.26","5","329.452000"
"13751","152","9","296.25","1","296.250000"
"13752","876","64","1146.51","6","191.085000"
"13753","512","35","741.26","1","741.260000"
"13754","214","11","278.76","2","139.380000"
"13755","1241","232","2102.74","10","210.274000"
"13756","3164","66","5140.10","15","342.673333"
"13758","1844","104","3148.75","7","449.821429"
"13759","287","24","653.89","2","326.945000"
"13760","197","50","286.79","2","143.395000"
